I2,b1,tau,V_wait,Action,q_star,V_final
-34,17,5.0,1751.60,WAIT,0,1751.60
-34,18,5.0,1766.60,WAIT,0,1766.60
-34,19,5.0,1781.60,WAIT,0,1781.60
-33,0,5.0,1461.80,WAIT,0,1461.80
-33,1,5.0,1476.80,WAIT,0,1476.80
-33,2,5.0,1491.80,WAIT,0,1491.80
-33,3,5.0,1506.80,WAIT,0,1506.80
-33,4,5.0,1521.80,WAIT,0,1521.80
-33,5,5.0,1536.80,WAIT,0,1536.80
-33,6,5.0,1551.80,WAIT,0,1551.80
-33,7,5.0,1566.80,WAIT,0,1566.80
-33,8,5.0,1581.80,WAIT,0,1581.80
-33,9,5.0,1596.80,WAIT,0,1596.80
-33,10,5.0,1611.80,WAIT,0,1611.80
-33,11,5.0,1626.80,WAIT,0,1626.80
-33,12,5.0,1641.80,WAIT,0,1641.80
-33,13,5.0,1656.80,WAIT,0,1656.80
-33,14,5.0,1671.80,WAIT,0,1671.80
-33,15,5.0,1686.80,WAIT,0,1686.80
-33,16,5.0,1701.80,WAIT,0,1701.80
-33,17,5.0,1716.80,WAIT,0,1716.80
-33,18,5.0,1731.80,WAIT,0,1731.80
-33,19,5.0,1746.80,WAIT,0,1746.80
-32,0,5.0,1427.60,WAIT,0,1427.60
-32,1,5.0,1442.60,WAIT,0,1442.60
-32,2,5.0,1457.60,WAIT,0,1457.60
-32,3,5.0,1472.60,WAIT,0,1472.60
-32,4,5.0,1487.60,WAIT,0,1487.60
-32,5,5.0,1502.60,WAIT,0,1502.60
-32,6,5.0,1517.60,WAIT,0,1517.60
-32,7,5.0,1532.60,WAIT,0,1532.60
-32,8,5.0,1547.60,WAIT,0,1547.60
-32,9,5.0,1562.60,WAIT,0,1562.60
-32,10,5.0,1577.60,WAIT,0,1577.60
-32,11,5.0,1592.60,WAIT,0,1592.60
-32,12,5.0,1607.60,WAIT,0,1607.60
-32,13,5.0,1622.60,WAIT,0,1622.60
-32,14,5.0,1637.60,WAIT,0,1637.60
-32,15,5.0,1652.60,WAIT,0,1652.60
-32,16,5.0,1667.60,WAIT,0,1667.60
-32,17,5.0,1682.60,WAIT,0,1682.60
