tau,I2,b1,q_analytic,q_DP,diff,dispatch_analytic,dispatch_DP,q_circ,S,Cf,S_minus_Cf,N_profitable,m_c,retained_DP,retained_predicted
4.0,24,4,4,4,0,1,1,4,107.9499,8.0,99.9499,24,1,20,20
4.0,24,5,5,5,0,1,1,5,134.8953,8.0,126.8953,24,1,19,19
4.0,24,6,6,6,0,1,1,6,161.7911,8.0,153.7911,24,1,18,18
4.0,24,7,7,7,0,1,1,7,188.5995,8.0,180.5995,24,1,17,17
4.0,24,8,8,8,0,1,1,8,215.261,8.0,207.261,24,1,16,16
4.0,24,9,9,9,0,1,1,9,241.6862,8.0,233.6862,24,1,15,15
4.0,24,10,10,10,0,1,1,10,267.7483,8.0,259.7483,24,1,14,14
4.0,24,11,11,11,0,1,1,11,293.2785,8.0,285.2785,24,1,13,13
4.0,24,12,12,12,0,1,1,12,318.0656,8.0,310.0656,24,1,12,12
4.0,24,13,13,13,0,1,1,13,341.8633,8.0,333.8633,24,1,11,11
4.0,24,14,14,14,0,1,1,14,364.4048,8.0,356.4048,24,1,10,10
4.0,24,15,15,15,0,1,1,15,385.4231,8.0,377.4231,24,1,9,9
4.0,24,16,16,16,0,1,1,16,404.6736,8.0,396.6736,24,1,8,8
4.0,24,17,17,17,0,1,1,17,421.9525,8.0,413.9525,24,1,7,7
4.0,24,18,18,18,0,1,1,18,437.107,8.0,429.107,24,1,6,6
4.0,24,19,19,19,0,1,1,19,450.035,8.0,442.035,24,1,5,5
4.0,24,20,20,20,0,1,1,20,460.6772,8.0,452.6772,24,1,4,4
4.0,24,21,21,21,0,1,1,21,469.0038,8.0,461.0038,24,1,3,3
4.0,24,22,22,22,0,1,1,22,475.0023,8.0,467.0023,24,1,2,2
4.0,24,23,23,23,0,1,1,23,478.6688,8.0,470.6688,24,1,1,1
4.0,24,24,24,24,0,1,1,24,480.0021,8.0,472.0021,24,1,0,0
4.0,24,25,24,24,0,1,1,24,480.0021,8.0,472.0021,24,1,0,0
4.0,24,26,24,24,0,1,1,24,480.0021,8.0,472.0021,24,1,0,0
4.0,24,27,24,24,0,1,1,24,480.0021,8.0,472.0021,24,1,0,0
4.0,24,28,24,24,0,1,1,24,480.0021,8.0,472.0021,24,1,0,0
4.0,24,29,24,24,0,1,1,24,480.0021,8.0,472.0021,24,1,0,0
4.0,24,30,24,24,0,1,1,24,480.0021,8.0,472.0021,24,1,0,0
4.0,25,1,1,0,-1,1,0,1,26.9988,8.0,18.9988,25,1,25,24
4.0,25,2,2,0,-2,1,0,2,53.9959,8.0,45.9959,25,1,25,23
4.0,25,3,3,3,0,1,1,3,80.9896,8.0,72.9896,25,1,22,22
4.0,25,4,4,4,0,1,1,4,107.9762,8.0,99.9762,25,1,21,21
4.0,25,5,5,5,0,1,1,5,134.9487,8.0,126.9487,25,1,20,20
4.0,25,6,6,6,0,1,1,6,161.8941,8.0,153.8941,25,1,19,19
4.0,25,7,7,7,0,1,1,7,188.7898,8.0,180.7898,25,1,18,18
4.0,25,8,8,8,0,1,1,8,215.5983,8.0,207.5983,25,1,17,17
4.0,25,9,9,9,0,1,1,9,242.2598,8.0,234.2598,25,1,16,16
4.0,25,10,10,10,0,1,1,10,268.6849,8.0,260.6849,25,1,15,15
4.0,25,11,11,11,0,1,1,11,294.7471,8.0,286.7471,25,1,14,14
4.0,25,12,12,12,0,1,1,12,320.2773,8.0,312.2773,25,1,13,13
4.0,25,13,13,13,0,1,1,13,345.0644,8.0,337.0644,25,1,12,12
4.0,25,14,14,14,0,1,1,14,368.8621,8.0,360.8621,25,1,11,11
4.0,25,15,15,15,0,1,1,15,391.4035,8.0,383.4035,25,1,10,10
4.0,25,16,16,16,0,1,1,16,412.4218,8.0,404.4218,25,1,9,9
4.0,25,17,17,17,0,1,1,17,431.6724,8.0,423.6724,25,1,8,8
4.0,25,18,18,18,0,1,1,18,448.9513,8.0,440.9513,25,1,7,7
4.0,25,19,19,19,0,1,1,19,464.1057,8.0,456.1057,25,1,6,6
4.0,25,20,20,20,0,1,1,20,477.0338,8.0,469.0338,25,1,5,5
4.0,25,21,21,21,0,1,1,21,487.6759,8.0,479.6759,25,1,4,4
4.0,25,22,22,22,0,1,1,22,496.0025,8.0,488.0025,25,1,3,3
4.0,25,23,23,23,0,1,1,23,502.0011,8.0,494.0011,25,1,2,2
4.0,25,24,24,24,0,1,1,24,505.6676,8.0,497.6676,25,1,1,1
4.0,25,25,25,25,0,1,1,25,507.0009,8.0,499.0009,25,1,0,0
4.0,25,26,25,25,0,1,1,25,507.0009,8.0,499.0009,25,1,0,0
4.0,25,27,25,25,0,1,1,25,507.0009,8.0,499.0009,25,1,0,0
4.0,25,28,25,25,0,1,1,25,507.0009,8.0,499.0009,25,1,0,0
4.0,25,29,25,25,0,1,1,25,507.0009,8.0,499.0009,25,1,0,0
4.0,25,30,25,25,0,1,1,25,507.0009,8.0,499.0009,25,1,0,0
4.0,26,1,1,0,-1,1,0,1,26.9995,8.0,18.9995,26,1,26,25
4.0,26,2,2,0,-2,1,0,2,53.9982,8.0,45.9982,26,1,26,24
4.0,26,3,3,3,0,1,1,3,80.9954,8.0,72.9954,26,1,23,23
4.0,26,4,4,4,0,1,1,4,107.9891,8.0,99.9891,26,1,22,22
4.0,26,5,5,5,0,1,1,5,134.9757,8.0,126.9757,26,1,21,21
4.0,26,6,6,6,0,1,1,6,161.9482,8.0,153.9482,26,1,20,20
4.0,26,7,7,7,0,1,1,7,188.8936,8.0,180.8936,26,1,19,19
4.0,26,8,8,8,0,1,1,8,215.7893,8.0,207.7893,26,1,18,18
4.0,26,9,9,9,0,1,1,9,242.5977,8.0,234.5977,26,1,17,17
4.0,26,10,10,10,0,1,1,10,269.2593,8.0,261.2593,26,1,16,16
4.0,26,11,11,11,0,1,1,11,295.6844,8.0,287.6844,26,1,15,15
4.0,26,12,12,12,0,1,1,12,321.7466,8.0,313.7466,26,1,14,14
4.0,26,13,13,13,0,1,1,13,347.2768,8.0,339.2768,26,1,13,13
4.0,26,14,14,14,0,1,1,14,372.0639,8.0,364.0639,26,1,12,12
4.0,26,15,15,15,0,1,1,15,395.8616,8.0,387.8616,26,1,11,11
4.0,26,16,16,16,0,1,1,16,418.403,8.0,410.403,26,1,10,10
4.0,26,17,17,17,0,1,1,17,439.4213,8.0,431.4213,26,1,9,9
4.0,26,18,18,18,0,1,1,18,458.6718,8.0,450.6718,26,1,8,8
4.0,26,19,19,19,0,1,1,19,475.9508,8.0,467.9508,26,1,7,7
4.0,26,20,20,20,0,1,1,20,491.1052,8.0,483.1052,26,1,6,6
4.0,26,21,21,21,0,1,1,21,504.0333,8.0,496.0333,26,1,5,5
4.0,26,22,22,22,0,1,1,22,514.6754,8.0,506.6754,26,1,4,4
4.0,26,23,23,23,0,1,1,23,523.002,8.0,515.002,26,1,3,3
4.0,26,24,24,24,0,1,1,24,529.0006,8.0,521.0006,26,1,2,2
4.0,26,25,25,25,0,1,1,25,532.667,8.0,524.667,26,1,1,1
4.0,26,26,26,26,0,1,1,26,534.0004,8.0,526.0004,26,1,0,0
4.0,26,27,26,26,0,1,1,26,534.0004,8.0,526.0004,26,1,0,0
4.0,26,28,26,26,0,1,1,26,534.0004,8.0,526.0004,26,1,0,0
4.0,26,29,26,26,0,1,1,26,534.0004,8.0,526.0004,26,1,0,0
4.0,26,30,26,26,0,1,1,26,534.0004,8.0,526.0004,26,1,0,0
4.0,27,1,1,0,-1,1,0,1,26.9998,8.0,18.9998,27,1,27,26
4.0,27,2,2,0,-2,1,0,2,53.9993,8.0,45.9993,27,1,27,25
4.0,27,3,3,3,0,1,1,3,80.998,8.0,72.998,27,1,24,24
4.0,27,4,4,4,0,1,1,4,107.9952,8.0,99.9952,27,1,23,23
4.0,27,5,5,5,0,1,1,5,134.9889,8.0,126.9889,27,1,22,22
4.0,27,6,6,6,0,1,1,6,161.9755,8.0,153.9755,27,1,21,21
4.0,27,7,7,7,0,1,1,7,188.9479,8.0,180.9479,27,1,20,20
4.0,27,8,8,8,0,1,1,8,215.8933,8.0,207.8933,27,1,19,19
4.0,27,9,9,9,0,1,1,9,242.7891,8.0,234.7891,27,1,18,18
4.0,27,10,10,10,0,1,1,10,269.5975,8.0,261.5975,27,1,17,17
4.0,27,11,11,11,0,1,1,11,296.259,8.0,288.259,27,1,16,16
4.0,27,12,12,12,0,1,1,12,322.6842,8.0,314.6842,27,1,15,15
4.0,27,13,13,13,0,1,1,13,348.7463,8.0,340.7463,27,1,14,14
4.0,27,14,14,14,0,1,1,14,374.2765,8.0,366.2765,27,1,13,13
4.0,27,15,15,15,0,1,1,15,399.0637,8.0,391.0637,27,1,12,12
4.0,27,16,16,16,0,1,1,16,422.8613,8.0,414.8613,27,1,11,11
4.0,27,17,17,17,0,1,1,17,445.4028,8.0,437.4028,27,1,10,10
4.0,27,18,18,18,0,1,1,18,466.4211,8.0,458.4211,27,1,9,9
4.0,27,19,19,19,0,1,1,19,485.6716,8.0,477.6716,27,1,8,8
4.0,27,20,20,20,0,1,1,20,502.9506,8.0,494.9506,27,1,7,7
4.0,27,21,21,21,0,1,1,21,518.105,8.0,510.105,27,1,6,6
4.0,27,22,22,22,0,1,1,22,531.033,8.0,523.033,27,1,5,5
4.0,27,23,23,23,0,1,1,23,541.6752,8.0,533.6752,27,1,4,4
4.0,27,24,24,24,0,1,1,24,550.0018,8.0,542.0018,27,1,3,3
4.0,27,25,25,25,0,1,1,25,556.0004,8.0,548.0004,27,1,2,2
4.0,27,26,26,26,0,1,1,26,559.6668,8.0,551.6668,27,1,1,1
4.0,27,27,27,27,0,1,1,27,561.0001,8.0,553.0001,27,1,0,0
4.0,27,28,27,27,0,1,1,27,561.0001,8.0,553.0001,27,1,0,0
4.0,27,29,27,27,0,1,1,27,561.0001,8.0,553.0001,27,1,0,0
4.0,27,30,27,27,0,1,1,27,561.0001,8.0,553.0001,27,1,0,0
4.0,28,1,1,0,-1,1,0,1,26.9999,8.0,18.9999,28,1,28,27
4.0,28,2,2,0,-2,1,0,2,53.9997,8.0,45.9997,28,1,28,26
4.0,28,3,3,3,0,1,1,3,80.9992,8.0,72.9992,28,1,25,25
4.0,28,4,4,4,0,1,1,4,107.9979,8.0,99.9979,28,1,24,24
4.0,28,5,5,5,0,1,1,5,134.9951,8.0,126.9951,28,1,23,23
4.0,28,6,6,6,0,1,1,6,161.9888,8.0,153.9888,28,1,22,22
4.0,28,7,7,7,0,1,1,7,188.9754,8.0,180.9754,28,1,21,21
4.0,28,8,8,8,0,1,1,8,215.9479,8.0,207.9479,28,1,20,20
4.0,28,9,9,9,0,1,1,9,242.8933,8.0,234.8933,28,1,19,19
4.0,28,10,10,10,0,1,1,10,269.789,8.0,261.789,28,1,18,18
4.0,28,11,11,11,0,1,1,11,296.5974,8.0,288.5974,28,1,17,17
4.0,28,12,12,12,0,1,1,12,323.2589,8.0,315.2589,28,1,16,16
4.0,28,13,13,13,0,1,1,13,349.6841,8.0,341.6841,28,1,15,15
4.0,28,14,14,14,0,1,1,14,375.7463,8.0,367.7463,28,1,14,14
4.0,28,15,15,15,0,1,1,15,401.2765,8.0,393.2765,28,1,13,13
4.0,28,16,16,16,0,1,1,16,426.0636,8.0,418.0636,28,1,12,12
4.0,28,17,17,17,0,1,1,17,449.8613,8.0,441.8613,28,1,11,11
4.0,28,18,18,18,0,1,1,18,472.4027,8.0,464.4027,28,1,10,10
4.0,28,19,19,19,0,1,1,19,493.421,8.0,485.421,28,1,9,9
4.0,28,20,20,20,0,1,1,20,512.6715,8.0,504.6715,28,1,8,8
4.0,28,21,21,21,0,1,1,21,529.9505,8.0,521.9505,28,1,7,7
4.0,28,22,22,22,0,1,1,22,545.1049,8.0,537.1049,28,1,6,6
4.0,28,23,23,23,0,1,1,23,558.033,8.0,550.033,28,1,5,5
4.0,28,24,24,24,0,1,1,24,568.6751,8.0,560.6751,28,1,4,4
4.0,28,25,25,25,0,1,1,25,577.0017,8.0,569.0017,28,1,3,3
4.0,28,26,26,26,0,1,1,26,583.0003,8.0,575.0003,28,1,2,2
4.0,28,27,27,27,0,1,1,27,586.6667,8.0,578.6667,28,1,1,1
4.0,28,28,28,28,0,1,1,28,588.0001,8.0,580.0001,28,1,0,0
4.0,28,29,28,28,0,1,1,28,588.0001,8.0,580.0001,28,1,0,0
4.0,28,30,28,28,0,1,1,28,588.0001,8.0,580.0001,28,1,0,0
4.0,29,1,1,0,-1,1,0,1,27.0,8.0,19.0,29,1,29,28
4.0,29,2,2,0,-2,1,0,2,53.9999,8.0,45.9999,29,1,29,27
4.0,29,3,3,3,0,1,1,3,80.9997,8.0,72.9997,29,1,26,26
4.0,29,4,4,4,0,1,1,4,107.9991,8.0,99.9991,29,1,25,25
4.0,29,5,5,5,0,1,1,5,134.9979,8.0,126.9979,29,1,24,24
4.0,29,6,6,6,0,1,1,6,161.995,8.0,153.995,29,1,23,23
4.0,29,7,7,7,0,1,1,7,188.9888,8.0,180.9888,29,1,22,22
4.0,29,8,8,8,0,1,1,8,215.9754,8.0,207.9754,29,1,21,21
4.0,29,9,9,9,0,1,1,9,242.9478,8.0,234.9478,29,1,20,20
4.0,29,10,10,10,0,1,1,10,269.8932,8.0,261.8932,29,1,19,19
4.0,29,11,11,11,0,1,1,11,296.789,8.0,288.789,29,1,18,18
4.0,29,12,12,12,0,1,1,12,323.5974,8.0,315.5974,29,1,17,17
4.0,29,13,13,13,0,1,1,13,350.2589,8.0,342.2589,29,1,16,16
4.0,29,14,14,14,0,1,1,14,376.6841,8.0,368.6841,29,1,15,15
4.0,29,15,15,15,0,1,1,15,402.7462,8.0,394.7462,29,1,14,14
4.0,29,16,16,16,0,1,1,16,428.2764,8.0,420.2764,29,1,13,13
4.0,29,17,17,17,0,1,1,17,453.0635,8.0,445.0635,29,1,12,12
4.0,29,18,18,18,0,1,1,18,476.8612,8.0,468.8612,29,1,11,11
4.0,29,19,19,19,0,1,1,19,499.4027,8.0,491.4027,29,1,10,10
4.0,29,20,20,20,0,1,1,20,520.421,8.0,512.421,29,1,9,9
4.0,29,21,21,21,0,1,1,21,539.6715,8.0,531.6715,29,1,8,8
4.0,29,22,22,22,0,1,1,22,556.9504,8.0,548.9504,29,1,7,7
4.0,29,23,23,23,0,1,1,23,572.1049,8.0,564.1049,29,1,6,6
4.0,29,24,24,24,0,1,1,24,585.0329,8.0,577.0329,29,1,5,5
4.0,29,25,25,25,0,1,1,25,595.6751,8.0,587.6751,29,1,4,4
4.0,29,26,26,26,0,1,1,26,604.0017,8.0,596.0017,29,1,3,3
4.0,29,27,27,27,0,1,1,27,610.0002,8.0,602.0002,29,1,2,2
4.0,29,28,28,28,0,1,1,28,613.6667,8.0,605.6667,29,1,1,1
4.0,29,29,29,29,0,1,1,29,615.0,8.0,607.0,29,1,0,0
4.0,29,30,29,29,0,1,1,29,615.0,8.0,607.0,29,1,0,0
4.0,30,1,1,0,-1,1,0,1,27.0,8.0,19.0,30,1,30,29
4.0,30,2,2,0,-2,1,0,2,54.0,8.0,46.0,30,1,30,28
4.0,30,3,3,3,0,1,1,3,80.9999,8.0,72.9999,30,1,27,27
4.0,30,4,4,4,0,1,1,4,107.9997,8.0,99.9997,30,1,26,26
4.0,30,5,5,5,0,1,1,5,134.9991,8.0,126.9991,30,1,25,25
4.0,30,6,6,6,0,1,1,6,161.9979,8.0,153.9979,30,1,24,24
4.0,30,7,7,7,0,1,1,7,188.995,8.0,180.995,30,1,23,23
4.0,30,8,8,8,0,1,1,8,215.9888,8.0,207.9888,30,1,22,22
4.0,30,9,9,9,0,1,1,9,242.9754,8.0,234.9754,30,1,21,21
4.0,30,10,10,10,0,1,1,10,269.9478,8.0,261.9478,30,1,20,20
4.0,30,11,11,11,0,1,1,11,296.8932,8.0,288.8932,30,1,19,19
4.0,30,12,12,12,0,1,1,12,323.789,8.0,315.789,30,1,18,18
4.0,30,13,13,13,0,1,1,13,350.5974,8.0,342.5974,30,1,17,17
4.0,30,14,14,14,0,1,1,14,377.2589,8.0,369.2589,30,1,16,16
4.0,30,15,15,15,0,1,1,15,403.6841,8.0,395.6841,30,1,15,15
4.0,30,16,16,16,0,1,1,16,429.7462,8.0,421.7462,30,1,14,14
4.0,30,17,17,17,0,1,1,17,455.2764,8.0,447.2764,30,1,13,13
4.0,30,18,18,18,0,1,1,18,480.0635,8.0,472.0635,30,1,12,12
4.0,30,19,19,19,0,1,1,19,503.8612,8.0,495.8612,30,1,11,11
4.0,30,20,20,20,0,1,1,20,526.4026,8.0,518.4026,30,1,10,10
4.0,30,21,21,21,0,1,1,21,547.4209,8.0,539.4209,30,1,9,9
4.0,30,22,22,22,0,1,1,22,566.6715,8.0,558.6715,30,1,8,8
4.0,30,23,23,23,0,1,1,23,583.9504,8.0,575.9504,30,1,7,7
4.0,30,24,24,24,0,1,1,24,599.1049,8.0,591.1049,30,1,6,6
4.0,30,25,25,25,0,1,1,25,612.0329,8.0,604.0329,30,1,5,5
4.0,30,26,26,26,0,1,1,26,622.6751,8.0,614.6751,30,1,4,4
4.0,30,27,27,27,0,1,1,27,631.0016,8.0,623.0016,30,1,3,3
4.0,30,28,28,28,0,1,1,28,637.0002,8.0,629.0002,30,1,2,2
4.0,30,29,29,29,0,1,1,29,640.6667,8.0,632.6667,30,1,1,1
4.0,30,30,30,30,0,1,1,30,642.0,8.0,634.0,30,1,0,0
5.0,1,1,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,2,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,3,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,4,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,5,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,6,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,7,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,8,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,9,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,10,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,11,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,12,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,13,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,14,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,15,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,16,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,17,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,18,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,19,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,20,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,21,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,22,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,23,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,24,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,25,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,26,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,27,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,28,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,29,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,1,30,0,0,0,0,0,1,1.3333,8.0,-6.6667,1,1,1,0
5.0,2,1,0,0,0,0,0,1,3.6667,8.0,-4.3333,2,1,2,1
5.0,2,2,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,3,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,4,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,5,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,6,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,7,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,8,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,9,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,10,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,11,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,12,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,13,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,14,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,15,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,16,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,17,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,18,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,19,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,20,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,21,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,22,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,23,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,24,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,25,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,26,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,27,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,28,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,29,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,2,30,0,0,0,0,0,2,5.0,8.0,-3.0,2,1,2,0
5.0,3,1,0,0,0,0,0,1,5.9999,8.0,-2.0001,3,1,3,2
5.0,3,2,2,0,-2,1,0,2,9.6666,8.0,1.6666,3,1,3,1
5.0,3,3,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,4,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,5,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,6,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,7,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,8,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,9,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,10,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,11,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,12,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,13,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,14,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,15,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,16,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,17,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,18,3,3,0,1,1,3,10.9999,8.0,2.9999,3,1,0,0
5.0,3,19,3,0,-3,1,0,3,10.9999,8.0,2.9999,3,1,3,0
5.0,3,20,3,0,-3,1,0,3,10.9999,8.0,2.9999,3,1,3,0
5.0,3,21,3,0,-3,1,0,3,10.9999,8.0,2.9999,3,1,3,0
5.0,3,22,3,0,-3,1,0,3,10.9999,8.0,2.9999,3,1,3,0
5.0,3,23,3,0,-3,1,0,3,10.9999,8.0,2.9999,3,1,3,0
5.0,3,24,3,0,-3,1,0,3,10.9999,8.0,2.9999,3,1,3,0
5.0,3,25,3,0,-3,1,0,3,10.9999,8.0,2.9999,3,1,3,0
5.0,3,26,3,0,-3,1,0,3,10.9999,8.0,2.9999,3,1,3,0
5.0,3,27,3,0,-3,1,0,3,10.9999,8.0,2.9999,3,1,3,0
5.0,3,28,3,0,-3,1,0,3,10.9999,8.0,2.9999,3,1,3,0
5.0,3,29,3,0,-3,1,0,3,10.9999,8.0,2.9999,3,1,3,0
5.0,3,30,3,0,-3,1,0,3,10.9999,8.0,2.9999,3,1,3,0
5.0,4,1,1,0,-1,1,0,1,8.3327,8.0,0.3327,4,1,4,3
5.0,4,2,2,0,-2,1,0,2,14.3326,8.0,6.3326,4,1,4,2
5.0,4,3,3,3,0,1,1,3,17.9993,8.0,9.9993,4,1,1,1
5.0,4,4,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,5,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,6,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,7,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,8,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,9,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,10,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,11,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,12,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,13,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,14,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,15,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,16,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,17,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,18,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,19,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,20,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,21,4,4,0,1,1,4,19.3326,8.0,11.3326,4,1,0,0
5.0,4,22,4,3,-1,1,1,4,19.3326,8.0,11.3326,4,1,1,0
5.0,4,23,4,0,-4,1,0,4,19.3326,8.0,11.3326,4,1,4,0
5.0,4,24,4,0,-4,1,0,4,19.3326,8.0,11.3326,4,1,4,0
5.0,4,25,4,0,-4,1,0,4,19.3326,8.0,11.3326,4,1,4,0
5.0,4,26,4,0,-4,1,0,4,19.3326,8.0,11.3326,4,1,4,0
5.0,4,27,4,0,-4,1,0,4,19.3326,8.0,11.3326,4,1,4,0
5.0,4,28,4,0,-4,1,0,4,19.3326,8.0,11.3326,4,1,4,0
5.0,4,29,4,0,-4,1,0,4,19.3326,8.0,11.3326,4,1,4,0
5.0,4,30,4,0,-4,1,0,4,19.3326,8.0,11.3326,4,1,4,0
5.0,5,1,1,0,-1,1,0,1,10.6641,8.0,2.6641,5,1,5,4
5.0,5,2,2,0,-2,1,0,2,18.9968,8.0,10.9968,5,1,5,3
5.0,5,3,3,3,0,1,1,3,24.9967,8.0,16.9967,5,1,2,2
5.0,5,4,4,4,0,1,1,4,28.6634,8.0,20.6634,5,1,1,1
